Annotation Cluster 1	Enrichment Score: 10.663537889885678
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR

Annotation Cluster 2	Enrichment Score: 8.141075570165402
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0019731~antibacterial humoral response	12	6.153846153846154	2.0744077213198717E-15	FBGN0010388, FBGN0034328, FBGN0034407, FBGN0012042, FBGN0041581, FBGN0004240, FBGN0000279, FBGN0000277, FBGN0000276, FBGN0041579, FBGN0038530, FBGN0010381, FBGN0010385	90	27	7937	39.19506172839506	5.421219029244639E-13	5.421219029244639E-13	2.7533531010703882E-12
UP_SEQ_FEATURE	signal peptide	25	12.82051282051282	1.9107288216761819E-13	FBGN0014454, FBGN0010388, FBGN0002578, FBGN0043575, FBGN0000279, FBGN0000277, FBGN0000276, FBGN0260455, FBGN0041579, FBGN0003863, FBGN0010381, FBGN0004431, FBGN0040069, FBGN0002570, FBGN0010385, FBGN0034328, FBGN0010357, FBGN0012042, FBGN0067903, FBGN0041581, FBGN0002569, FBGN0004240, FBGN0000071, FBGN0051004, FBGN0000079, FBGN0011554, FBGN0000078	36	419	2975	4.930721294086449	1.7769452576033018E-11	1.7769452576033018E-11	2.0917712006962574E-10
GOTERM_BP_FAT	GO:0042742~defense response to bacterium	14	7.179487179487179	4.1703490735204686E-13	FBGN0010388, FBGN0034328, FBGN0034407, FBGN0012042, FBGN0041581, FBGN0004240, FBGN0000279, FBGN0000277, FBGN0000276, FBGN0041579, FBGN0038530, FBGN0010381, FBGN0004431, FBGN0034511, FBGN0010385	90	69	7937	17.893397745571658	1.0716894038864666E-10	5.358447019432333E-11	5.440758954478042E-10
GOTERM_BP_FAT	GO:0019730~antimicrobial humoral response	14	7.179487179487179	5.075823118344887E-13	FBGN0010388, FBGN0034328, FBGN0034407, FBGN0012042, FBGN0041581, FBGN0004240, FBGN0000279, FBGN0000277, FBGN0000276, FBGN0053542, FBGN0041579, FBGN0038530, FBGN0010381, FBGN0004431, FBGN0010385	90	70	7937	17.637777777777778	1.3045164948266574E-10	4.348388316088858E-11	6.622813408796446E-10
GOTERM_BP_FAT	GO:0009617~response to bacterium	14	7.179487179487179	3.080281877670993E-12	FBGN0010388, FBGN0034328, FBGN0034407, FBGN0012042, FBGN0041581, FBGN0004240, FBGN0000279, FBGN0000277, FBGN0000276, FBGN0041579, FBGN0038530, FBGN0010381, FBGN0004431, FBGN0034511, FBGN0010385	90	80	7937	15.433055555555555	7.916406419283817E-10	1.979101327265198E-10	4.019007349143067E-9
GOTERM_BP_FAT	GO:0006952~defense response	18	9.230769230769232	4.994535279595173E-12	FBGN0010388, FBGN0034328, FBGN0034407, FBGN0012042, FBGN0067903, FBGN0041581, FBGN0052279, FBGN0004240, FBGN0043575, FBGN0000279, FBGN0052283, FBGN0000277, FBGN0000276, FBGN0260455, FBGN0041579, FBGN0038530, FBGN0010381, FBGN0004431, FBGN0010385, FBGN0034511	90	173	7937	9.175722543352602	1.2836020024664663E-9	2.5672042269775375E-10	6.5165983720305576E-9
GOTERM_BP_FAT	GO:0006959~humoral immune response	14	7.179487179487179	5.03267117388648E-12	FBGN0010388, FBGN0034328, FBGN0034407, FBGN0012042, FBGN0041581, FBGN0004240, FBGN0000279, FBGN0000277, FBGN0000276, FBGN0053542, FBGN0041579, FBGN0038530, FBGN0010381, FBGN0004431, FBGN0010385	90	83	7937	14.875234270414994	1.2933887294508395E-9	2.1556478824180658E-10	6.566280852382533E-9
SP_PIR_KEYWORDS	Antimicrobial	10	5.128205128205128	1.077371380566211E-11	FBGN0010388, FBGN0000277, FBGN0000276, FBGN0012042, FBGN0041581, FBGN0041579, FBGN0010381, FBGN0004240, FBGN0004431, FBGN0000279, FBGN0010385	191	22	12980	30.89005235602094	9.480869422873184E-10	9.480869422873184E-10	1.166964302967699E-8
SP_PIR_KEYWORDS	antibiotic	8	4.102564102564102	2.0542926923770355E-10	FBGN0010388, FBGN0000277, FBGN0000276, FBGN0012042, FBGN0041581, FBGN0041579, FBGN0004240, FBGN0000279, FBGN0010385	191	13	12980	41.82037857430528	1.8077772057090158E-8	9.03888608405623E-9	2.225124640098386E-7
GOTERM_BP_FAT	GO:0006955~immune response	16	8.205128205128204	4.3746563928796206E-10	FBGN0010388, FBGN0034328, FBGN0034407, FBGN0012042, FBGN0067903, FBGN0041581, FBGN0004240, FBGN0043575, FBGN0000279, FBGN0000277, FBGN0000276, FBGN0260455, FBGN0053542, FBGN0041579, FBGN0010381, FBGN0038530, FBGN0004431, FBGN0010385	90	169	7937	8.349243918474688	1.1242865782801204E-7	1.4053582964024258E-8	5.70778191377741E-7
INTERPRO	IPR005521:Attacin, C-terminal region	6	3.076923076923077	2.0020857041834915E-9	FBGN0034407, FBGN0012042, FBGN0041581, FBGN0041579, FBGN0038530, FBGN0004240	133	6	10196	76.66165413533834	3.203336641499632E-7	3.203336641499632E-7	2.417494382456198E-6
SP_PIR_KEYWORDS	innate immunity	11	5.641025641025641	4.025121961565679E-9	FBGN0010388, FBGN0034328, FBGN0000277, FBGN0000276, FBGN0012042, FBGN0260455, FBGN0067903, FBGN0041581, FBGN0041579, FBGN0004240, FBGN0043575, FBGN0000279, FBGN0010385	191	53	12980	14.104514471994468	3.5421067512420024E-7	1.1807023903021019E-7	4.359846006440904E-6
GOTERM_BP_FAT	GO:0045087~innate immune response	12	6.153846153846154	4.802293575540873E-9	FBGN0010388, FBGN0034328, FBGN0000277, FBGN0000276, FBGN0012042, FBGN0260455, FBGN0067903, FBGN0041581, FBGN0041579, FBGN0010381, FBGN0004240, FBGN0043575, FBGN0000279, FBGN0010385	90	92	7937	11.502898550724638	1.2341886870270713E-6	1.12199034507654E-7	6.265736707256053E-6
SP_PIR_KEYWORDS	immune response	11	5.641025641025641	5.886561424334786E-9	FBGN0010388, FBGN0034328, FBGN0000277, FBGN0000276, FBGN0012042, FBGN0260455, FBGN0067903, FBGN0041581, FBGN0041579, FBGN0004240, FBGN0043575, FBGN0000279, FBGN0010385	191	55	12980	13.591623036649214	5.180172758523227E-7	1.2950434413738776E-7	6.376080319281385E-6
SP_PIR_KEYWORDS	signal	25	12.82051282051282	1.3983060830108783E-8	FBGN0014454, FBGN0010388, FBGN0002578, FBGN0043575, FBGN0000279, FBGN0000277, FBGN0000276, FBGN0260455, FBGN0041579, FBGN0003863, FBGN0010381, FBGN0004431, FBGN0040069, FBGN0002570, FBGN0010385, FBGN0034328, FBGN0010357, FBGN0012042, FBGN0067903, FBGN0041581, FBGN0002569, FBGN0004240, FBGN0000071, FBGN0051004, FBGN0000079, FBGN0011554, FBGN0000078	191	425	12980	3.997536187249769	1.2305086036779045E-6	2.461018419053218E-7	1.5145873510924446E-5
GOTERM_CC_FAT	GO:0005615~extracellular space	10	5.128205128205128	9.59688099455036E-8	FBGN0000277, FBGN0034407, FBGN0000276, FBGN0010357, FBGN0012042, FBGN0041581, FBGN0011554, FBGN0003863, FBGN0041579, FBGN0000279, FBGN0010385	50	82	4786	11.673170731707318	2.5911546345236403E-6	1.2955781565349156E-6	7.950848286419898E-5
GOTERM_BP_FAT	GO:0050829~defense response to Gram-negative bacterium	7	3.5897435897435894	8.0216246567228E-7	FBGN0010388, FBGN0000277, FBGN0000276, FBGN0012042, FBGN0010381, FBGN0004240, FBGN0000279, FBGN0034511	90	30	7937	20.57740740740741	2.061345877092391E-4	1.7179505460873656E-5	0.0010466071258874443
SP_PIR_KEYWORDS	Secreted	15	7.6923076923076925	2.79995035706426E-6	FBGN0010388, FBGN0034328, FBGN0010357, FBGN0012042, FBGN0041581, FBGN0067903, FBGN0004240, FBGN0043575, FBGN0000279, FBGN0000277, FBGN0000276, FBGN0260455, FBGN0011554, FBGN0003863, FBGN0041579, FBGN0010381, FBGN0010385	191	212	12980	4.808357206361751	2.463656233699929E-4	3.5198805702574276E-5	0.003032748960196674
UP_SEQ_FEATURE	disulfide bond	14	7.179487179487179	3.0234988945583145E-6	FBGN0034328, FBGN0010357, FBGN0039596, FBGN0043575, FBGN0000071, FBGN0051004, FBGN0000079, FBGN0011554, FBGN0051956, FBGN0003863, FBGN0000078, FBGN0010381, FBGN0004431, FBGN0010385	36	258	2975	4.484280792420327	2.811462932507114E-4	1.405830284193499E-4	0.003309920833305391
GOTERM_CC_FAT	GO:0044421~extracellular region part	10	5.128205128205128	1.7036096037096797E-5	FBGN0000277, FBGN0034407, FBGN0000276, FBGN0010357, FBGN0012042, FBGN0041581, FBGN0011554, FBGN0003863, FBGN0041579, FBGN0000279, FBGN0010385	50	151	4786	6.339072847682119	4.5987273723491207E-4	1.533144165206668E-4	0.014113237172463933
UP_SEQ_FEATURE	sequence variant	12	6.153846153846154	2.6246026352162215E-5	FBGN0010388, FBGN0000277, FBGN0000276, FBGN0002578, FBGN0041581, FBGN0000079, FBGN0000078, FBGN0041579, FBGN0004240, FBGN0004431, FBGN0043575, FBGN0000279, FBGN0010385	36	222	2975	4.466966966966966	0.002437935878511488	8.133065811066764E-4	0.028729045113673468
SP_PIR_KEYWORDS	polymorphism	10	5.128205128205128	6.180706083668575E-5	FBGN0010388, FBGN0000277, FBGN0000276, FBGN0002578, FBGN0041581, FBGN0000079, FBGN0000078, FBGN0041579, FBGN0004240, FBGN0000279, FBGN0010385	191	119	12980	5.710765981785385	0.005424423837714354	5.437710474585078E-4	0.06692652137663124
SP_PIR_KEYWORDS	disulfide bond	14	7.179487179487179	1.4265976656979213E-4	FBGN0034328, FBGN0010357, FBGN0039596, FBGN0043575, FBGN0000071, FBGN0051004, FBGN0000079, FBGN0011554, FBGN0051956, FBGN0003863, FBGN0000078, FBGN0010381, FBGN0004431, FBGN0010385	191	265	12980	3.5902400474167737	0.012476470375531123	0.001140708444467009	0.15441485368848928
GOTERM_BP_FAT	GO:0050830~defense response to Gram-positive bacterium	4	2.051282051282051	0.00232643256615711	FBGN0010388, FBGN0000277, FBGN0000276, FBGN0000279, FBGN0010385	90	24	7937	14.698148148148148	0.4504138448217615	0.03672068072229662	2.993211201717416
SP_PIR_KEYWORDS	cleavage on pair of basic residues	4	2.051282051282051	0.024819454708811035	FBGN0010388, FBGN0012042, FBGN0041581, FBGN0010385	191	43	12980	6.321685133325216	0.890482753659893	0.13709000176636543	23.831827963654362

Annotation Cluster 3	Enrichment Score: 5.538585453578977
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR005521:Attacin, C-terminal region	6	3.076923076923077	2.0020857041834915E-9	FBGN0034407, FBGN0012042, FBGN0041581, FBGN0041579, FBGN0038530, FBGN0004240	133	6	10196	76.66165413533834	3.203336641499632E-7	3.203336641499632E-7	2.417494382456198E-6
INTERPRO	IPR005520:Attacin, N-terminal	4	2.051282051282051	8.405140084251387E-6	FBGN0012042, FBGN0041581, FBGN0041579, FBGN0038530	133	4	10196	76.66165413533834	0.0013439241891936016	1.6808937955004044E-4	0.010148633125350859
INTERPRO	IPR005520:Attacin, N-terminal region	4	2.051282051282051	8.405140084251387E-6	FBGN0012042, FBGN0041581, FBGN0041579, FBGN0038530	133	4	10196	76.66165413533834	0.0013439241891936016	1.6808937955004044E-4	0.010148633125350859
PIR_SUPERFAMILY	PIRSF001894:attacin	3	1.5384615384615385	4.955478646765137E-4	FBGN0012042, FBGN0041581, FBGN0041579	35	3	2596	74.17142857142856	0.012315305438051594	0.012315305438051594	0.401341135733968

Annotation Cluster 4	Enrichment Score: 4.893018745788682
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SP_PIR_KEYWORDS	Serine protease	13	6.666666666666667	6.581356468067614E-7	FBGN0036738, FBGN0040060, FBGN0030688, FBGN0010357, FBGN0250815, FBGN0023197, FBGN0035665, FBGN0029827, FBGN0025383, FBGN0035663, FBGN0011554, FBGN0003863, FBGN0038431	191	135	12980	6.544114795423696	5.7914278876358694E-5	9.652612742105937E-6	7.128630721497942E-4
GOTERM_MF_FAT	GO:0008236~serine-type peptidase activity	16	8.205128205128204	1.414860943967754E-6	FBGN0051821, FBGN0036738, FBGN0040060, FBGN0051823, FBGN0030688, FBGN0010357, FBGN0250815, FBGN0023197, FBGN0035665, FBGN0032638, FBGN0029827, FBGN0025383, FBGN0035663, FBGN0011554, FBGN0003863, FBGN0038431	90	308	7918	4.57027417027417	2.0230479174265792E-4	5.058003531621669E-5	0.0016755888492592241
GOTERM_MF_FAT	GO:0017171~serine hydrolase activity	16	8.205128205128204	1.5347157154431126E-6	FBGN0051821, FBGN0036738, FBGN0040060, FBGN0051823, FBGN0030688, FBGN0010357, FBGN0250815, FBGN0023197, FBGN0035665, FBGN0032638, FBGN0029827, FBGN0025383, FBGN0035663, FBGN0011554, FBGN0003863, FBGN0038431	90	310	7918	4.54078853046595	2.1944043513499878E-4	4.3891939862650275E-5	0.0018175290508404274
GOTERM_MF_FAT	GO:0070011~peptidase activity, acting on L-amino acid peptides	22	11.282051282051283	2.7716458165894333E-6	FBGN0028381, FBGN0051821, FBGN0036738, FBGN0040060, FBGN0051823, FBGN0030688, FBGN0010357, FBGN0250815, FBGN0023197, FBGN0035665, FBGN0032049, FBGN0032638, FBGN0029827, FBGN0033774, FBGN0025383, FBGN0035663, FBGN0259237, FBGN0011554, FBGN0028950, FBGN0003863, FBGN0038431, FBGN0259140	90	612	7918	3.1625998547567176	3.9626736638365134E-4	6.605546841553789E-5	0.003282375334112686
INTERPRO	IPR001314:Peptidase S1A, chymotrypsin	14	7.179487179487179	3.0892764851725914E-6	FBGN0036738, FBGN0040060, FBGN0030688, FBGN0010357, FBGN0250815, FBGN0023197, FBGN0035665, FBGN0032638, FBGN0029827, FBGN0025383, FBGN0035663, FBGN0011554, FBGN0003863, FBGN0038431	133	210	10196	5.11077694235589	4.941628624141048E-4	8.237744031247551E-5	0.0037302003593087107
INTERPRO	IPR018114:Peptidase S1/S6, chymotrypsin/Hap, active site	13	6.666666666666667	6.487512308029173E-6	FBGN0036738, FBGN0040060, FBGN0030688, FBGN0010357, FBGN0250815, FBGN0023197, FBGN0035665, FBGN0029827, FBGN0025383, FBGN0035663, FBGN0011554, FBGN0003863, FBGN0038431	133	191	10196	5.2178089202062745	0.0010374667951376093	1.4827548272167146E-4	0.007833311614047211
GOTERM_MF_FAT	GO:0008233~peptidase activity	22	11.282051282051283	6.843442555867642E-6	FBGN0028381, FBGN0051821, FBGN0036738, FBGN0040060, FBGN0051823, FBGN0030688, FBGN0010357, FBGN0250815, FBGN0023197, FBGN0035665, FBGN0032049, FBGN0032638, FBGN0029827, FBGN0033774, FBGN0025383, FBGN0035663, FBGN0259237, FBGN0011554, FBGN0028950, FBGN0003863, FBGN0038431, FBGN0259140	90	648	7918	2.9868998628257883	9.781369459253009E-4	1.3979246155770841E-4	0.008104300720657154
SP_PIR_KEYWORDS	Protease	16	8.205128205128204	7.782688033107423E-6	FBGN0028381, FBGN0036738, FBGN0040060, FBGN0030688, FBGN0010357, FBGN0250815, FBGN0023197, FBGN0035665, FBGN0032049, FBGN0029827, FBGN0025383, FBGN0035663, FBGN0011554, FBGN0003863, FBGN0028950, FBGN0038431	191	264	12980	4.11867364746946	6.846447357854446E-4	8.560623707953852E-5	0.008429564066370077
GOTERM_MF_FAT	GO:0004175~endopeptidase activity	18	9.230769230769232	1.0322622043389717E-5	FBGN0028381, FBGN0036738, FBGN0040060, FBGN0030688, FBGN0010357, FBGN0250815, FBGN0023197, FBGN0035665, FBGN0032049, FBGN0032638, FBGN0029827, FBGN0025383, FBGN0035663, FBGN0011554, FBGN0003863, FBGN0028950, FBGN0038431, FBGN0259140	90	457	7918	3.4652078774617068	0.0014750536084878751	1.8450079901455307E-4	0.012224265002580559
GOTERM_BP_FAT	GO:0006508~proteolysis	23	11.794871794871794	1.2433126919515685E-5	FBGN0028381, FBGN0051821, FBGN0036738, FBGN0040060, FBGN0051823, FBGN0030688, FBGN0010357, FBGN0250815, FBGN0023197, FBGN0035665, FBGN0032049, FBGN0032638, FBGN0029827, FBGN0033774, FBGN0039038, FBGN0025383, FBGN0035663, FBGN0259237, FBGN0011554, FBGN0028950, FBGN0003863, FBGN0037236, FBGN0038431	90	731	7937	2.7747530019759843	0.003190233837465528	2.4576467817116754E-4	0.016220763433438812
GOTERM_MF_FAT	GO:0004252~serine-type endopeptidase activity	14	7.179487179487179	1.2924783457258994E-5	FBGN0036738, FBGN0040060, FBGN0030688, FBGN0010357, FBGN0250815, FBGN0023197, FBGN0035665, FBGN0032638, FBGN0029827, FBGN0025383, FBGN0035663, FBGN0011554, FBGN0003863, FBGN0038431	90	280	7918	4.398888888888889	0.0018465490052912426	2.053406901105781E-4	0.015305583072156015
INTERPRO	IPR001254:Peptidase S1 and S6, chymotrypsin/Hap	14	7.179487179487179	1.8772213858553793E-5	FBGN0036738, FBGN0040060, FBGN0030688, FBGN0010357, FBGN0250815, FBGN0023197, FBGN0035665, FBGN0032638, FBGN0029827, FBGN0025383, FBGN0035663, FBGN0011554, FBGN0003863, FBGN0038431	133	248	10196	4.3276740237691	0.0029990761685154688	3.336756967011745E-4	0.022664866168986553
SMART	SM00020:Tryp_SPc	14	7.179487179487179	2.3683609559708733E-4	FBGN0036738, FBGN0040060, FBGN0030688, FBGN0010357, FBGN0250815, FBGN0023197, FBGN0035665, FBGN0032638, FBGN0029827, FBGN0025383, FBGN0035663, FBGN0011554, FBGN0003863, FBGN0038431	83	248	4824	3.280994947532063	0.010836607010121235	0.00362532946787264	0.22362903594165262
PIR_SUPERFAMILY	PIRSF001135:trypsin	6	3.076923076923077	0.0010000669112536478	FBGN0025383, FBGN0010357, FBGN0011554, FBGN0003863, FBGN0038431, FBGN0029827	35	61	2596	7.295550351288056	0.024703920494549503	0.012429202788250437	0.8084964901012626
SP_PIR_KEYWORDS	hydrolase	37	18.974358974358974	0.0012906207210440744	FBGN0028381, FBGN0034197, FBGN0051821, FBGN0036738, FBGN0040060, FBGN0051823, FBGN0250815, FBGN0035665, FBGN0032638, FBGN0033296, FBGN0043575, FBGN0033774, FBGN0035663, FBGN0259237, FBGN0028950, FBGN0003863, FBGN0004431, FBGN0040069, FBGN0002570, FBGN0030688, FBGN0010357, FBGN0023197, FBGN0034580, FBGN0032049, FBGN0002569, FBGN0036367, FBGN0039472, FBGN0029827, FBGN0025383, FBGN0000079, FBGN0011554, FBGN0000078, FBGN0022700, FBGN0031735, FBGN0050293, FBGN0259140, FBGN0038431	191	1470	12980	1.7105103821633365	0.1074278939101373	0.00942595928372103	1.3891115567977397

Annotation Cluster 5	Enrichment Score: 4.237988056683275
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR013781:Glycoside hydrolase, subgroup, catalytic core	9	4.615384615384616	1.3119886288351551E-7	FBGN0050360, FBGN0034580, FBGN0000079, FBGN0000078, FBGN0002569, FBGN0033296, FBGN0022700, FBGN0050293, FBGN0002570	133	47	10196	14.679891217405213	2.0991599111952475E-5	6.997248665374656E-6	1.584209326388475E-4
INTERPRO	IPR006589:Glycosyl hydrolase, family 13, subfamily, catalytic region	6	3.076923076923077	3.9921021523271613E-7	FBGN0050360, FBGN0000079, FBGN0000078, FBGN0002569, FBGN0033296, FBGN0002570	133	13	10196	35.38230190861769	6.387160730647601E-5	1.5968284301726143E-5	4.820404640892839E-4
INTERPRO	IPR006047:Glycosyl hydrolase, family 13, catalytic region	6	3.076923076923077	6.145559346639886E-7	FBGN0050360, FBGN0000079, FBGN0000078, FBGN0002569, FBGN0033296, FBGN0002570	133	14	10196	32.85499462943072	9.832414563015757E-5	1.9665602582707997E-5	7.420663685975271E-4
SMART	SM00642:Aamy	6	3.076923076923077	1.452160898384681E-6	FBGN0050360, FBGN0000079, FBGN0000078, FBGN0002569, FBGN0033296, FBGN0002570	83	13	4824	26.82483781278962	6.679721879543354E-5	3.339916714995006E-5	0.0013725462771230212
SP_PIR_KEYWORDS	glycosidase	9	4.615384615384616	3.640628403548129E-5	FBGN0034580, FBGN0000079, FBGN0000078, FBGN0002569, FBGN0033296, FBGN0022700, FBGN0050293, FBGN0004431, FBGN0002570	191	86	12980	7.111895774990868	0.003198684587918499	3.5591568197057555E-4	0.039426728232716535
KEGG_PATHWAY	dme00500:Starch and sucrose metabolism	5	2.564102564102564	9.213854020204513E-4	FBGN0000079, FBGN0000078, FBGN0002569, FBGN0033296, FBGN0002570	17	60	2054	10.068627450980392	0.007347356339919453	0.007347356339919453	0.5033795212553982
GOTERM_MF_FAT	GO:0004558~alpha-glucosidase activity	3	1.5384615384615385	0.01192821932719134	FBGN0002569, FBGN0033296, FBGN0002570	90	15	7918	17.595555555555556	0.8202143886448566	0.1444400463127562	13.24773438627087
GOTERM_MF_FAT	GO:0015926~glucosidase activity	3	1.5384615384615385	0.018869637399688922	FBGN0002569, FBGN0033296, FBGN0002570	90	19	7918	13.891228070175439	0.934397503806896	0.20308861680589696	20.196754330582202
KEGG_PATHWAY	dme00052:Galactose metabolism	3	1.5384615384615385	0.020438205736129898	FBGN0002569, FBGN0033296, FBGN0002570	17	29	2054	12.49898580121704	0.15227555949151872	0.05357783797857707	10.689353177179239

Annotation Cluster 6	Enrichment Score: 3.47415014258323
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR003614:Knottin	4	2.051282051282051	1.132735927812395E-4	FBGN0052283, FBGN0010381, FBGN0052279, FBGN0010385	133	8	10196	38.33082706766917	0.017961535060264766	0.0018108385892873224	0.13669073999621473
GOTERM_BP_FAT	GO:0050832~defense response to fungus	5	2.564102564102564	1.8289794634284733E-4	FBGN0052283, FBGN0000277, FBGN0000276, FBGN0010381, FBGN0052279, FBGN0000279	90	26	7937	16.959401709401707	0.045921257157114925	0.0033521597300512074	0.2383712453506548
GOTERM_BP_FAT	GO:0009620~response to fungus	5	2.564102564102564	2.46240105840653E-4	FBGN0052283, FBGN0000277, FBGN0000276, FBGN0010381, FBGN0052279, FBGN0000279	90	28	7937	15.748015873015872	0.061330188420573695	0.004210544029761065	0.32080281210044026
SMART	SM00505:Knot1	4	2.051282051282051	2.4934947886590933E-4	FBGN0052283, FBGN0010381, FBGN0052279, FBGN0010385	83	8	4824	29.060240963855424	0.01140595944578382	0.002863768143990919	0.23543216813126655
INTERPRO	IPR008176:Gamma thionin	3	1.5384615384615385	0.003347684553326896	FBGN0052283, FBGN0010381, FBGN0052279	133	7	10196	32.85499462943072	0.41522498405477015	0.04372588368882924	3.9681905489216796

Annotation Cluster 7	Enrichment Score: 2.0627099817228705
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
